hr,proper,ra,dec,dist,mag,absmag,spect,ci,con
4948,NaN,13.102848,29.029229,92.1659,6.510,1.687,A3IV,0.090,Com
4940,NaN,13.104642,-48.463289,119.6172,4.710,-0.679,B5V,-0.148,Cen
4946,NaN,13.105901,21.153397,49.6771,6.000,2.519,F4V,0.393,Com
4949,NaN,13.106278,22.616187,225.7336,5.530,-1.238,M5III,1.461,Com
4953,NaN,13.106353,62.041868,116.2791,6.150,0.822,G7III,0.997,UMa
4941,NaN,13.109743,-41.588443,105.5966,5.590,0.472,K0II/III,1.050,Cen
4947,NaN,13.115069,-35.862033,76.8049,5.630,1.203,A0V,0.050,Cen
4942,NaN,13.115180,-49.906246,143.2665,4.270,-1.511,B1.5V,-0.182,Cen
4954,NaN,13.119646,27.624741,101.6260,4.800,-0.235,K5III,1.482,Com
4944,NaN,13.123418,-59.860510,170.0680,5.980,-0.173,B9IV+...,0.435,Cen
4951,NaN,13.127305,-53.459764,100.1001,5.700,0.698,B8V,-0.061,Cen
4956,NaN,13.131566,27.555958,132.6260,6.200,0.587,K4III,1.363,Com
4955,NaN,13.131614,-10.740408,94.2507,5.150,0.279,K2III,1.138,Vir
4952,NaN,13.135321,-65.306023,100000.0000,5.440,-14.560,WC6 + O9.5I,-0.033,Mus
4957,NaN,13.142352,-8.984385,97.0874,5.570,0.634,K3III,1.178,Vir
4958,NaN,13.150909,-23.118070,70.9723,4.940,0.685,K0III,1.048,Hya
4960,NaN,13.153454,10.022468,94.5180,5.790,0.912,K0III,1.025,Vir
4959,NaN,13.153955,-9.538098,127.8772,6.320,0.786,K0,1.017,Vir
4964,NaN,13.160739,37.423146,106.4963,6.010,0.873,K3III,1.169,CVn
4967,NaN,13.161676,38.533885,370.3704,6.250,-1.593,B7III,-0.098,CVn
4961,NaN,13.162578,-10.329327,212.7660,5.950,-0.690,K5III,1.490,Vir
4962,NaN,13.163291,16.848611,206.1856,5.910,-0.661,K5III,1.450,Com
4974,NaN,13.163943,62.229122,232.5581,6.520,-0.313,A1V,-0.009,UMa
4963,NaN,13.165831,-5.539010,96.8054,4.380,-0.549,A1V,-0.008,Vir
4968,NaN,13.166469,17.529431,17.8253,4.320,3.065,F5V,0.455,Com
4971,NaN,13.167563,38.498981,63.2911,5.910,1.903,A9III-IV,0.294,CVn
4965,NaN,13.182901,-52.566897,115.7407,6.050,0.733,Ap,-0.079,Cen
4970,NaN,13.185805,-42.232891,84.8896,5.780,1.136,F7IV,0.521,Cen
4973,NaN,13.189789,-43.368553,68.1663,5.240,1.072,K1/K2III,1.049,Cen
4978,NaN,13.194223,-26.551722,110.6195,6.490,1.271,A5V,0.193,Hya
4966,NaN,13.197612,-69.942017,42.1053,5.920,2.798,F3IV/V,0.415,Mus
4983,NaN,13.197904,27.878183,9.1291,4.230,4.428,G0V,0.572,Com
4972,NaN,13.198076,-63.302992,100000.0000,6.320,-13.680,F0II,0.426,Cen
4979,NaN,13.200901,-37.803022,20.6697,4.850,3.273,G3V,0.693,Cen
4981,NaN,13.200984,-16.198601,33.9098,5.040,2.388,F6V,0.460,Vir
4984,NaN,13.202336,24.258027,131.7523,6.310,0.711,K1III,1.006,Com
4975,NaN,13.204892,-59.920579,116.1440,4.580,-0.745,B8V,-0.073,Cen
5009,NaN,13.207070,80.471309,207.9002,6.250,-0.339,K0Ib,0.955,Cam
4986,NaN,13.209145,11.556096,257.0694,5.760,-1.290,M0III,1.499,Vir
4987,NaN,13.209975,18.751776,115.3403,6.510,1.200,G8III,0.859,Com
4977,NaN,13.213550,-66.226747,90.7441,5.910,1.121,A0V(n),0.048,Mus
4982,NaN,13.214123,-42.699720,176.3668,6.190,-0.042,K0III,1.057,Cen
4980,NaN,13.215475,-59.816605,42.1585,6.180,3.056,G0V,0.592,Cen
4992,NaN,13.220114,18.727008,106.2699,6.100,0.968,G8III,1.201,Com
4985,NaN,13.223156,-50.699829,112.2334,5.900,0.649,B9V,-0.011,Cen
4990,NaN,13.224121,-18.826406,194.1748,6.260,-0.181,A0V,0.088,Vir
5003,NaN,13.225544,72.799097,84.0336,6.570,1.948,A2V,0.088,UMi
4997,NaN,13.228597,40.152885,140.8451,4.940,-0.804,K0III,1.061,CVn
4991,NaN,13.232698,-43.139107,106.3830,6.160,1.026,K5II,1.366,Cen
4995,NaN,13.236361,-19.930947,38.9712,5.310,2.356,G8III/IV,0.862,Vir
4988,NaN,13.236699,-58.683937,109.1703,5.910,0.719,K0/K1III,1.084,Cen
4989,NaN,13.237578,-59.103235,18.1984,4.900,3.600,F7IV,0.489,Cen
4976,NaN,13.238153,-78.447454,374.5318,5.840,-2.027,F8Ib,1.040,Cha
4998,NaN,13.242023,11.331656,146.6276,5.640,-0.191,M0III,1.514,Vir
4996,NaN,13.245361,-48.957022,72.1501,5.840,1.549,K0IV,1.061,Cen
4999,NaN,13.252629,-36.371410,118.6240,6.170,0.799,K1III,0.968,Cen
4993,NaN,13.254160,-67.894589,117.3709,4.790,-0.558,B8V,-0.078,Mus
4994,NaN,13.257141,-69.679284,89.1266,6.370,1.620,K2/K3III,1.210,Mus
5004,NaN,13.258882,40.855199,74.0741,5.770,1.422,A7V,0.198,CVn
5001,NaN,13.266322,-19.943103,38.4763,5.210,2.284,K1III,1.011,Vir
5007,NaN,13.270636,19.051734,101.4199,6.460,1.429,G8III,0.972,Com
5005,NaN,13.273745,-1.390540,118.9061,6.690,1.314,F1IV,0.314,Vir
5018,NaN,13.274624,68.408001,131.0616,6.200,0.613,B9.5V,-0.052,Dra
5010,NaN,13.275629,19.785289,85.3971,6.430,1.773,F0V,0.274,Com
5000,NaN,13.279163,-65.138259,38.7297,6.060,3.120,F5V,0.431,Mus
5011,NaN,13.279588,9.424156,17.5593,5.190,3.967,G0Vs,0.585,Vir
5006,NaN,13.281425,-31.506196,78.9889,5.100,0.612,K0III,0.959,Cen
5002,NaN,13.286952,-66.783438,366.3004,4.860,-2.959,K2Ib/II,1.480,Mus
5008,NaN,13.287200,-43.979479,64.8929,5.820,1.759,Am,0.187,Cen
5013,NaN,13.287674,13.675751,99.5025,5.330,0.341,K3III,1.304,Vir
5014,NaN,13.291626,-0.676065,81.4332,6.360,1.806,F0V,0.260,Vir
5017,NaN,13.292379,40.572608,81.0373,4.720,0.177,F3III,0.306,CVn
5015,NaN,13.293412,5.469869,207.0393,4.780,-1.800,M2III,1.638,Vir
5023,NaN,13.304034,49.682062,84.2460,5.140,0.512,A0V,-0.049,CVn
5019,NaN,13.306763,-18.311196,8.5551,4.740,5.079,G5V,0.709,Vir
5022,NaN,13.307701,34.098304,153.6098,5.810,-0.122,K4.5III,1.366,CVn
5016,NaN,13.309688,-51.285776,186.9159,6.180,-0.178,A0V,-0.001,Cen
5021,NaN,13.314201,3.687634,161.8123,6.620,0.575,A1IV,0.056,Vir
5020,NaN,13.315359,-23.171512,41.0341,2.990,-0.076,G8III,0.920,Hya
5025,NaN,13.317849,35.127978,63.0120,6.010,2.013,F0IV,0.277,CVn
5012,NaN,13.321942,-72.035603,170.0680,6.040,-0.113,K3III,1.341,Mus
5032,NaN,13.338600,40.150548,156.0062,5.600,-0.366,K1III,1.204,CVn
5024,NaN,13.343068,-59.772780,133.8688,6.200,0.567,F3/F5II,0.410,Cen
5028,NaN,13.343296,-36.712295,18.0213,2.750,1.471,A2V,0.068,Cen
5026,NaN,13.343843,-52.747825,125.3133,5.470,-0.020,B6V,-0.125,Cen
5031,NaN,13.344880,2.942290,135.5014,6.260,0.600,A3V,0.102,Vir
5027,NaN,13.346761,-55.800688,100000.0000,6.000,-14.000,B0.5Ia,0.236,Cen
5029,NaN,13.349367,-46.880008,126.7427,5.760,0.245,K1III,1.106,Cen
5033,NaN,13.358270,-19.489294,88.8099,6.210,1.468,A2/A3V,0.098,Vir
5037,NaN,13.361567,2.087243,67.7048,5.690,1.537,A2V,0.045,Vir
5045,NaN,13.367760,43.903379,118.9061,6.340,0.964,A7m,0.255,CVn
5040,NaN,13.369358,5.154764,65.9196,5.890,1.795,A2m,0.109,Vir
5036,NaN,13.371191,-52.182956,100000.0000,5.810,-14.190,B2.5Ib,0.072,Cen
5035,NaN,13.377211,-60.988393,108.6957,4.520,-0.661,B3V,-0.141,Cen
5038,NaN,13.381252,-47.943221,303.0303,6.180,-1.227,A4V,0.181,Cen
5030,NaN,13.381281,-72.146712,280.8989,6.060,-1.183,B6V,0.049,Mus
5044,NaN,13.383643,-17.735274,93.8086,5.360,0.499,K0III,0.987,Vir
5039,NaN,13.384056,-48.562791,649.3506,6.370,-2.692,B6IV,-0.077,Cen
5043,NaN,13.385731,-33.189878,250.6266,6.170,-0.825,M2III,1.653,Cen
5047,NaN,13.388582,-4.924427,381.6794,5.880,-2.028,K3III,1.431,Vir
5046,NaN,13.397817,-49.822811,120.7729,6.480,1.070,G8III,0.959,Cen
5052,NaN,13.398313,37.033920,355.8719,6.100,-1.656,M3III,1.637,CVn
5054,Mizar,13.398747,54.925362,26.3089,2.230,0.129,A2V,0.057,UMa
5041,NaN,13.400128,-64.535668,79.8085,4.520,0.010,G5III-IV,0.822,Cen
5053,NaN,13.408481,12.431832,190.8397,6.440,0.037,K0III,1.062,Vir
5050,NaN,13.409230,-5.164010,29.9670,5.760,3.377,F3V,0.415,Vir
5057,NaN,13.418522,23.854419,87.4891,5.750,1.040,A3IV,0.090,Com
5042,NaN,13.418694,-74.887818,67.7966,5.040,0.884,K0III,1.110,Mus
5056,Spica,13.419883,-11.161322,76.5697,0.980,-3.440,B1V,-0.235,Vir
5062,Alcor,13.420413,54.987958,25.0564,3.990,1.995,A5V SB,0.169,UMa
5048,NaN,13.420568,-64.485144,39.2003,5.320,2.354,F2III,0.411,Cen
5049,NaN,13.430657,-70.627248,136.0544,5.650,-0.019,Ap,-0.018,Mus
5070,NaN,13.433372,63.261275,21.1685,6.500,4.872,G6V,0.739,UMa
5058,NaN,13.435483,-39.755107,62.3441,5.110,1.136,Kp...,1.181,Cen
5073,NaN,13.435566,72.391476,359.7122,5.820,-1.960,M1III,1.652,UMi
5059,NaN,13.436504,-1.192471,78.3085,5.970,1.501,A7III,0.183,Vir
5067,NaN,13.437943,46.028055,126.2626,5.880,0.374,K0III:,0.985,CVn
5064,NaN,13.445325,-12.707664,134.9528,5.270,-0.381,K5III,1.477,Vir
5060,NaN,13.448922,-41.497562,598.8024,5.690,-3.196,K3III,1.477,Cen
5091,NaN,13.449205,78.643869,87.6424,5.740,1.026,G2.5IIIb,0.769,Cam
5074,NaN,13.451295,64.735526,71.5820,6.640,2.366,F0,0.383,Dra
5061,NaN,13.451775,-49.143709,436.6812,6.310,-1.891,A0III/IV,0.003,Cen
5075,NaN,13.452944,64.719536,68.7285,7.010,2.824,F0,0.407,Dra
5065,NaN,13.454073,-40.162665,123.7624,6.400,0.937,G8/K0III,0.974,Cen
5051,NaN,13.455154,-74.691755,159.4896,6.620,0.606,B9V,-0.056,Mus
5063,NaN,13.455738,-49.381291,800.0000,6.270,-3.245,B3IV,-0.123,Cen
5068,NaN,13.457546,-15.973578,85.9107,4.760,0.090,K1IIICN...,1.096,Vir
5076,NaN,13.466575,52.745588,97.5610,6.340,1.394,F0,0.259,UMa
5079,NaN,13.469952,50.587290,138.6963,6.960,1.250,F1IV,0.277,CVn
5072,NaN,13.473837,13.778787,17.9856,4.970,3.695,G5V,0.714,Vir
5077,NaN,13.473955,40.729646,117.3709,6.490,1.142,G8III,0.927,CVn
5085,NaN,13.474203,59.945787,71.3776,5.400,1.132,A1Vn,-0.010,UMa
5083,NaN,13.479394,50.718569,78.9889,6.420,1.932,F0IV,0.404,CVn
5066,NaN,13.479670,-69.627152,187.6173,6.170,-0.196,B8V,-0.014,Mus
5069,NaN,13.485541,-64.675794,86.6551,6.090,1.401,A2m,0.117,Mus
5081,NaN,13.486945,10.818310,98.2318,5.650,0.689,K0III,1.052,Vir
5078,NaN,13.487477,-1.364428,154.0832,6.420,0.481,K0III,1.122,Vir
5071,NaN,13.490348,-51.165134,155.5210,5.040,-0.919,A0V,0.059,Cen
5080,NaN,13.495218,-23.281331,124.2236,6.400,0.929,M6/M7e,1.317,Hya
5087,NaN,13.499344,6.013533,145.1379,6.510,0.701,K0,0.956,Vir
5086,NaN,13.500022,7.178853,325.7329,6.180,-1.384,K5,1.471,Vir
5088,NaN,13.507146,-6.470265,53.2198,6.100,2.470,F2V,0.341,Vir
5089,NaN,13.517405,-39.407307,277.7778,3.900,-3.318,G8II/III,1.186,Cen
5096,NaN,13.521052,42.106153,80.3859,6.070,1.544,K2III,1.075,CVn
5090,NaN,13.525882,-28.112740,99.5025,6.480,1.491,A1V,0.090,Hya
5095,NaN,13.532746,-6.255816,122.5490,4.680,-0.762,M3III,1.606,Vir
5094,NaN,13.534114,-18.728880,76.5697,6.010,1.590,A7IV/V,0.196,Vir
5092,NaN,13.534836,-38.398844,97.9432,6.140,1.185,K1III,1.031,Cen
5098,NaN,13.542909,-29.565263,50.5306,6.450,2.932,F5IV,0.438,Hya
5097,NaN,13.543307,-28.692768,71.5820,5.690,1.416,A0/A1V,0.037,Hya
5102,NaN,13.546725,24.346743,134.5895,6.110,0.465,G8III,0.969,Com
5099,NaN,13.547679,-15.363012,157.7287,5.520,-0.470,K1III,1.228,Vir
5100,NaN,13.549465,-10.165000,72.0981,5.210,0.920,K0III,0.964,Vir
5101,NaN,13.550030,-7.194727,100000.0000,10.610,-9.390,M6IIIe-M9.5e,1.500,Vir
5082,NaN,13.554012,-77.569388,35.1865,6.520,3.788,F6V,0.455,Cha
5093,NaN,13.559972,-65.632690,111.4827,6.360,1.124,A0V,-0.014,Mus
5109,NaN,13.568698,55.348434,91.5751,5.600,0.791,A0V,-0.014,UMa
5105,NaN,13.568870,3.658967,56.6572,4.920,1.154,A1p SrCrEu,0.029,Vir
5108,NaN,13.572740,38.789265,69.8324,6.370,2.150,F0IV,0.241,CVn
5112,NaN,13.574250,49.015973,55.2792,4.680,0.967,A5V,0.132,CVn
5103,NaN,13.574714,-48.272162,303.9514,6.320,-1.094,B8III,-0.052,Cen
5106,NaN,13.577903,-13.214324,148.1481,5.920,0.067,A0V,0.020,Vir
5107,NaN,13.578220,-0.595820,22.7118,3.380,1.599,A3V,0.114,Vir
5131,NaN,13.578555,76.546710,229.3578,6.460,-0.343,K5III:,1.573,Cam
5104,NaN,13.578773,-33.310854,184.8429,6.460,0.126,K2III,1.250,Cen
5110,NaN,13.579943,37.182415,45.6621,4.910,1.612,F2IV SB,0.404,CVn
5116,NaN,13.587251,44.197047,111.8568,6.830,1.587,F0III,0.205,CVn
5111,NaN,13.592027,-5.396191,97.1817,5.700,0.762,G6III,0.950,Vir
5114,NaN,13.592618,10.204962,120.4819,6.480,1.075,K1III+...,1.043,Vir
5114,NaN,13.592966,10.223731,114.4165,8.930,3.638,F8,0.485,Vir
5126,NaN,13.611082,49.486648,156.2500,6.480,0.511,K1III,1.175,UMa
5120,NaN,13.613460,-26.495198,81.5661,5.730,1.172,A7V+...,0.220,Hya
5117,NaN,13.614048,-34.467839,131.9261,6.480,0.878,K0III,1.026,Cen
5123,NaN,13.616412,24.613297,140.6470,5.720,-0.021,M2III,1.593,Boo
5118,NaN,13.618339,-44.143203,127.2265,5.960,0.437,G8/K0III,0.936,Cen
5139,NaN,13.619731,71.242252,126.1034,5.500,-0.004,K2III,1.219,UMi
5113,NaN,13.620080,-61.691856,35.7270,5.630,2.865,F6V,0.493,Cen
5121,NaN,13.623189,-46.427879,126.4223,5.910,0.401,B8V,-0.110,Cen
5127,NaN,13.624345,36.294898,60.9013,4.820,0.897,A7III,0.239,CVn
5133,NaN,13.628592,50.714838,434.7826,6.510,-1.681,F3III comp,1.555,UMa
5122,NaN,13.635452,-58.414646,158.4786,6.410,0.410,K1III,1.113,Cen
5129,NaN,13.635524,14.301926,73.2601,6.490,2.166,A9Vs,0.274,Boo
5128,NaN,13.645021,-29.560867,46.2749,5.810,2.483,F3V,0.431,Hya
5119,NaN,13.646054,-70.444829,130.0390,6.110,0.540,K3III,1.415,Mus
5124,NaN,13.646933,-57.622717,100000.0000,6.000,-14.000,G5Ib,1.138,Cen
5137,NaN,13.650635,18.265323,165.8375,6.460,0.362,K3III,1.217,Boo
5115,NaN,13.653341,-75.683788,236.4066,6.320,-0.548,B8IV,-0.003,Cha
5142,NaN,13.658472,52.921208,53.5906,5.460,1.815,A3Vn,0.113,UMa
5138,NaN,13.659616,10.746269,59.9880,5.570,1.680,F0V,0.348,Boo
5135,NaN,13.661346,-39.747587,306.7485,6.290,-1.144,M3/M4III,1.597,Cen
5136,NaN,13.663488,-40.051708,152.2070,5.610,-0.302,K2/K3III,1.301,Cen
5132,NaN,13.664796,-53.466394,131.0616,2.290,-3.297,B1III,-0.171,Cen
5134,NaN,13.666622,-49.949956,157.4803,5.740,-0.246,M8III,1.496,Cen
5125,NaN,13.666828,-70.787787,184.8429,6.590,0.256,K0III,1.291,Mus
5130,NaN,13.669656,-64.576553,69.4444,5.790,1.582,F3III-IV,0.401,Cen
5143,NaN,13.670996,31.012036,165.5629,6.210,0.115,G5II:,0.963,CVn
5153,NaN,13.672614,57.207606,91.0747,6.280,1.483,A4p SrCrEu,0.111,UMa
5148,NaN,13.673132,50.519413,25.3293,6.310,4.292,F7.7V,0.537,UMa
5145,NaN,13.677523,28.065165,166.6667,6.220,0.111,K3III,1.311,CVn
5144,NaN,13.677909,19.955719,100.6036,5.730,0.717,A1V,0.017,Boo
5154,NaN,13.678967,54.681634,160.5136,4.630,-1.398,M2IIIvar,1.630,UMa
5084,NaN,13.682257,-85.786043,83.7521,5.560,0.945,A2m...,0.183,Oct
5149,NaN,13.683986,22.495768,102.9866,5.630,0.566,G9III,1.009,Boo
5162,NaN,13.691625,64.822411,68.2128,5.850,1.681,A2V,0.073,Dra
5146,NaN,13.691905,-23.449810,216.4502,6.600,-0.077,A1V,0.057,Hya
5150,NaN,13.693549,-8.702984,156.2500,5.030,-0.939,M2III,1.623,Vir
5141,NaN,13.695775,-54.559425,83.1947,4.990,0.390,B8Vn+...,-0.055,Cen
5147,NaN,13.695991,-33.597378,421.9409,6.580,-1.546,M3e,1.584,Cen
5140,NaN,13.700307,-58.787078,239.8082,5.380,-1.519,B9IV,-0.029,Cen
5156,NaN,13.703545,8.388394,36.4431,6.160,3.352,F3Vp,0.418,Boo
5203,NaN,13.706379,82.752408,122.5490,5.920,0.478,G9III,0.993,Cam
5160,NaN,13.708006,41.674282,279.3296,6.300,-0.931,G6III,0.879,CVn
5184,NaN,13.710930,78.064437,100.7049,5.910,0.895,G7III:,1.000,UMi
5161,NaN,13.712063,34.989021,146.8429,5.980,0.146,G5III,0.857,CVn
5152,NaN,13.715177,-50.790236,259.7403,6.430,-0.643,M0III,1.671,Cen
5155,NaN,13.715287,-41.401043,110.3753,5.960,0.746,K0III,1.019,Cen
5151,NaN,13.715587,-56.767971,884.9558,6.000,-3.735,B0.5III,-0.096,Cen
5159,NaN,13.717698,3.537903,73.0994,5.350,1.030,K1III,1.091,Vir
5157,NaN,13.727802,-42.067521,613.4969,5.960,-2.979,B8III,-0.075,Cen
5164,NaN,13.729212,22.700423,170.3578,6.120,-0.037,K4III,1.447,Boo
5163,NaN,13.731732,-5.498934,128.3697,6.510,0.968,A1V,0.053,Vir
5169,NaN,13.731884,52.064413,96.0615,6.020,1.107,A1V,0.017,UMa
5158,NaN,13.737781,-51.012454,119.0476,6.440,1.061,A0p,-0.106,Cen
5165,NaN,13.741618,-16.179072,252.5253,5.550,-1.462,G1IV/V,0.805,Vir
5166,NaN,13.746019,-25.500933,158.7302,6.210,0.207,K3III,1.374,Hya
5177,NaN,13.753657,55.879349,34.5901,6.470,3.775,F7IV-V,0.486,UMa
5170,NaN,13.759741,-15.767467,106.0445,6.180,1.053,A0V,0.046,Vir
5167,NaN,13.760249,-26.116009,87.0322,5.810,1.112,A0V,0.023,Hya
5168,NaN,13.761471,-33.043721,19.4024,4.230,2.791,F3V,0.390,Cen
5173,NaN,13.765644,-12.426528,124.6883,5.500,0.021,G8III,0.898,Vir
5179,NaN,13.770435,41.088746,52.5486,5.880,2.277,A5V,0.211,CVn
5180,NaN,13.771964,38.503626,130.7190,5.920,0.338,G9III,0.948,CVn
5187,NaN,13.776573,54.432679,89.0472,5.680,0.932,B9p EuCr,-0.039,UMa
5172,NaN,13.777604,-51.432766,80.5153,4.640,0.111,G8/K0III,0.955,Cen
5182,NaN,13.778701,25.702236,89.6861,5.970,1.206,F6IV-V,0.523,Boo
5174,NaN,13.782320,-36.251933,133.8688,5.150,-0.483,A0V,-0.007,Cen
5183,NaN,13.782534,6.350375,31.6656,6.330,3.827,G0V,0.630,Vir
5186,NaN,13.783277,38.542697,97.1817,5.510,0.572,K0III+...,1.036,CVn
5171,NaN,13.786352,-62.589714,740.7407,6.400,-2.948,A7V,NaN,Cen
5178,NaN,13.787057,-9.709455,186.5672,6.040,-0.314,K5III,1.418,Vir
5185,NaN,13.787710,17.456906,15.6177,4.500,3.532,F7V,0.508,Boo
5181,NaN,13.790386,-17.859839,207.4689,5.410,-1.175,M2III,1.623,Vir
5175,NaN,13.791005,-50.249291,64.8508,5.920,1.860,A3m...,0.279,Cen
5191,Alkaid,13.792354,49.313265,31.8674,1.850,-0.667,B3V SB,-0.099,UMa
5176,NaN,13.794052,-50.320682,152.6718,5.460,-0.459,K2III,1.351,Cen
5195,NaN,13.810760,31.190206,87.1840,5.610,0.908,K0III,1.032,CVn
5189,NaN,13.815316,-35.704180,29.4724,6.560,4.213,G0V,0.561,Cen
5199,NaN,13.815845,39.542553,961.5385,9.020,-0.895,M5.5e-M9e,0.990,CVn
5192,NaN,13.824091,-34.450776,56.1167,4.190,0.445,M5III,1.520,Cen
5200,NaN,13.824623,15.797905,80.7754,4.050,-0.486,K5IIIvar,1.520,Boo
5190,NaN,13.825078,-41.687709,133.8688,3.410,-2.223,B2IV,-0.225,Cen
5193,NaN,13.826943,-42.473732,155.0388,3.470,-2.482,B2IV-Ve,-0.170,Cen
5201,NaN,13.828564,21.264105,123.0012,4.920,-0.530,K4III,1.432,Boo
5204,NaN,13.829149,36.632823,62.4610,6.430,2.452,A7IV-V,0.256,CVn
5213,NaN,13.829296,61.489313,125.7862,5.970,0.472,G3V,0.974,UMa
5196,NaN,13.831191,-18.134168,74.9064,4.960,0.587,K0III,1.059,Vir
5197,NaN,13.835142,-29.081321,117.3709,6.190,0.842,A0V,-0.009,Hya
5198,NaN,13.838721,-39.900855,112.6126,6.430,1.172,K1III,0.992,Cen
5205,NaN,13.840189,5.497224,154.7988,6.000,0.051,K0,0.899,Vir
5216,NaN,13.841043,58.539458,76.8640,6.450,2.021,A3V,0.094,UMa
5202,NaN,13.842943,-19.897895,101.1122,6.540,1.516,F6IV/V,0.510,Vir
5227,NaN,13.849804,68.315300,102.3541,6.390,1.339,K2IV,1.179,Dra
5214,NaN,13.851258,34.772516,89.1266,6.660,1.910,A5IV,0.116,CVn
5215,NaN,13.852560,34.664399,207.9002,5.890,-0.699,M2III,1.635,CVn
5209,NaN,13.855656,-24.390368,19.4742,6.430,4.983,G5V,0.703,Hya
5226,NaN,13.857205,64.723272,113.8952,4.580,-0.703,M3III,1.572,Dra
5208,NaN,13.860142,-36.433279,57.9710,6.340,2.524,F6V,0.484,Cen
5206,NaN,13.863117,-46.898666,487.8049,5.770,-2.671,B2Vp,-0.153,Cen
5194,NaN,13.863174,-69.401258,223.2143,5.730,-1.014,K5/M0III,1.704,Cir
5219,NaN,13.863188,34.444240,184.1621,4.760,-1.566,K5III,1.611,CVn
5210,NaN,13.863779,-32.994089,105.3741,4.320,-0.794,B5,-0.146,Cen
5212,NaN,13.866939,-31.619207,52.6870,6.110,2.501,F5/F6V,0.478,Cen
5207,NaN,13.868021,-52.811530,79.6813,5.260,0.753,B9Vn,-0.084,Cen
5220,NaN,13.871779,12.165135,103.9501,6.100,1.016,A1V,0.042,Boo
5229,NaN,13.886192,28.648131,65.7462,5.910,1.821,A7V,0.202,CVn
5221,NaN,13.886817,-31.927612,195.3125,4.750,-1.704,B4IV,-0.111,Cen
5225,NaN,13.886925,17.932868,211.4165,5.710,-0.916,G5III,0.845,Boo
5222,NaN,13.892437,-35.664248,52.2739,5.530,1.939,F3V,0.444,Cen
5217,NaN,13.895306,-53.373323,276.2431,5.870,-1.336,B5III,0.009,Cen
5238,NaN,13.897507,53.728677,146.8429,5.700,-0.134,A0V,-0.032,UMa
5224,NaN,13.897806,-35.314361,65.9631,6.170,2.073,K0III,1.009,Cen
5223,NaN,13.899234,-47.128164,100000.0000,5.830,-14.170,B2IIIe,-0.053,Cen
5228,NaN,13.904626,-28.569590,64.8508,6.050,1.990,K2III,1.129,Hya
5235,Mufrid,13.911411,18.397717,11.3960,2.680,2.396,G0IV,0.580,Boo
5232,NaN,13.911707,-1.503125,75.5858,5.160,0.768,K2III,1.093,Vir
5218,NaN,13.913646,-67.652100,289.0173,5.740,-1.565,K2III,1.490,Cir
5233,NaN,13.916167,-8.058852,33.0797,6.190,3.592,F8V+...,0.530,Vir
5230,NaN,13.920042,-52.160822,108.2251,5.660,0.488,B8V,-0.072,Cen
5231,NaN,13.925667,-47.288375,117.0960,2.550,-2.793,B2.5IV,-0.176,Cen
5188,NaN,13.927493,-82.666190,245.7002,5.950,-1.002,K2/K3III:p,1.411,Cha
5237,NaN,13.929011,-31.284977,125.1564,6.530,1.043,G6/G8III,0.894,Cen
5243,NaN,13.930555,14.056503,24.8633,6.160,4.182,F6V,0.518,Boo
5245,NaN,13.936242,32.032598,67.3401,6.310,2.169,F4IV-V,0.401,CVn
5239,NaN,13.938837,-46.592948,97.5610,5.820,0.874,K0IV,1.140,Cen
5234,NaN,13.938882,-54.132420,139.8601,6.140,0.412,A1V,0.071,Cen
5244,NaN,13.941077,1.050581,90.2527,5.900,1.123,A8V,0.217,Vir
5236,NaN,13.942489,-54.704665,38.6997,6.000,3.061,G8V,0.780,Cen
5247,NaN,13.942827,27.492082,178.2531,5.020,-1.235,K3IIIvar,1.441,Boo
5246,NaN,13.957702,-23.022630,175.7469,6.140,-0.084,K2/K3III,1.426,Hya
5256,NaN,13.958911,61.492861,10.0644,6.490,6.476,K3V,1.040,UMa
5241,NaN,13.960809,-63.686696,64.2674,4.710,0.670,K4III,1.075,Cen
5248,NaN,13.971186,-42.100753,161.0306,3.830,-2.205,B2IV,-0.224,Cen
5250,NaN,13.975319,-24.972249,102.0408,5.200,0.156,B8V,-0.086,Hya
5242,NaN,13.975352,-65.800665,156.9859,6.200,0.221,K0III,1.043,Cir
5255,NaN,13.977479,21.696219,144.7178,5.760,-0.043,A0Vs,-0.002,Boo
5254,NaN,13.977752,14.649275,170.9402,6.010,-0.154,K5III,1.430,Boo
5249,NaN,13.977987,-44.803584,131.0616,3.870,-1.717,B2IV-V,-0.208,Cen
5251,NaN,13.988187,-50.369647,106.1571,5.920,0.790,G8/K0III,0.957,Cen
5258,NaN,13.997022,-3.549788,77.5194,6.360,1.913,F8V,0.486,Vir
5257,NaN,14.000037,-25.010403,55.9910,5.770,2.029,F6V,0.480,Hya
5252,NaN,14.004842,-61.481028,59.3120,6.490,2.624,F1III-IV,0.333,Cen
5240,NaN,14.009124,-78.589981,239.8082,6.090,-0.809,B9III,0.007,Aps
5253,NaN,14.014596,-66.268910,76.1035,5.960,1.553,F0V,0.352,Cir
5263,NaN,14.019580,27.386594,90.9918,6.230,1.435,A7III,0.193,Boo
5259,NaN,14.021962,-40.221943,203.6660,6.120,-0.425,K1III,1.265,Cen
5262,NaN,14.022341,8.894906,82.8500,5.980,1.389,A2V,0.089,Boo
5264,NaN,14.027443,1.544532,68.9655,4.230,0.037,A3V,0.121,Vir
5260,NaN,14.028748,-45.603421,389.1051,4.340,-3.610,F6II,0.598,Cen
